"id","name","est_diameter_min","est_diameter_max","relative_velocity","miss_distance","orbiting_body","sentry_object","absolute_magnitude","hazardous"
3520202,"(2010 JK33)",0.1756123185,0.3926810818,39667.8680758062,20307522.5113893,"Earth","False",20.9,"True"
3401383,"(2008 CJ)",0.0088014652,0.0196806745,24380.8849370669,5987710.18772062,"Earth","False",27.4,"False"
3883099,"(2019 UW7)",0.0092162655,0.0206081961,36637.3048559944,1278033.33306332,"Earth","False",27.3,"False"
3260293,"(2004 UV1)",0.7665755735,1.7141150923,54306.5242303357,38035605.6641563,"Earth","False",17.7,"True"
3285299,"(2005 OE3)",0.2315021222,0.5176544822,58157.3475952679,57221804.7747395,"Earth","False",20.3,"True"
3022995,"(1999 RN28)",0.160160338,0.358129403,23942.4713039559,39529240.7639249,"Earth","False",21.1,"False"
54050999,"(2020 PP1)",0.0125474356,0.028056919,10879.5736407522,9672675.1428008,"Earth","False",26.63,"False"
3825479,"(2018 MW6)",0.3346223745,0.7482383761,54290.108559523,39580672.5116308,"Earth","False",19.5,"True"
54017704,"(2020 NB)",0.0154367182,0.0345175513,29295.6298002857,2544139.69170495,"Earth","False",26.18,"False"
54216372,"(2021 VW3)",0.1128638801,0.2523713081,50453.721317398,9330527.65523511,"Earth","False",21.86,"True"
2494697,"494697 (2004 SW55)",0.1864468183,0.41690776,27576.5820822951,13529831.315313,"Earth","False",20.77,"True"
3674104,"(2014 MJ27)",0.063760979,0.1425738833,19184.8578593459,19361083.4935895,"Earth","False",23.1,"False"
3879383,"(2019 UB4)",0.0038419789,0.008590926,47162.8894991245,49777432.4661827,"Earth","False",29.2,"False"
3705045,"(2015 BZ310)",0.1447288051,0.3236234466,64086.2442735962,32873277.0704317,"Earth","False",21.32,"True"
3802077,"(2018 FJ4)",0.160160338,0.358129403,54439.4897161117,30551278.4722439,"Earth","False",21.1,"True"
3843617,"(2019 QH2)",0.0022108281,0.0049435619,50669.8323282889,49349.150878369,"Earth","False",30.4,"False"
3842901,"(2019 LG6)",0.1160259082,0.2594418179,92809.9012823348,14493463.1824781,"Earth","False",21.8,"True"
2141484,"141484 (2002 DB4)",1.4208720673,3.1771665298,48518.8317401594,57611014.360947,"Earth","False",16.36,"False"
3610024,"(2012 TY52)",0.1394938229,0.3119176705,41432.3970005502,32507035.2003259,"Earth","False",21.4,"True"
3703888,"(2015 BN)",0.0483676488,0.1081533507,8722.0109125411,65302748.2884068,"Earth","False",23.7,"False"
3638288,"(2013 JM14)",0.1272198785,0.2844722965,36953.4537042059,21810069.8593837,"Earth","False",21.6,"True"
3827151,"(2018 RB)",0.1160259082,0.2594418179,124952.239995211,57260377.6580122,"Earth","False",21.8,"True"
3519518,"(2010 JK1)",0.0350392641,0.0783501764,59916.9525856409,60080160.4758632,"Earth","False",24.4,"False"
54117566,"(2021 CL6)",0.0343997255,0.0769201245,53045.8193767388,4050069.16330416,"Earth","False",24.44,"False"
54106085,"(2021 BC)",0.0366906138,0.0820427065,48881.5193793485,27716011.0182257,"Earth","False",24.3,"False"
3401432,"(2008 CS1)",0.2538370294,0.5675968529,70833.9605663434,7220822.84085225,"Earth","False",20.1,"True"
54065916,"(2020 TH6)",0.0046190746,0.0103285648,58479.2962504549,50735068.3310398,"Earth","False",28.8,"False"
3841850,"(2019 JU5)",0.0417402433,0.0933340215,23823.9555871139,8526550.19536337,"Earth","False",24.02,"False"
3367902,"(2007 CO26)",0.1460679643,0.3266178974,29239.7454110431,14649368.60731,"Earth","False",21.3,"False"
3986776,"(2020 BY1)",0.0139493823,0.0311917671,60612.7944007544,1609629.38366217,"Earth","False",26.4,"False"
54092911,"(2020 WB3)",0.2315021222,0.5176544822,52344.4834485378,34881712.594064,"Earth","False",20.3,"True"
3545553,"(2010 RS30)",0.0421264611,0.0941976306,58330.6361945636,64025137.1803718,"Earth","False",24,"False"
3388320,"(2007 TA25)",0.2670268771,0.5970902489,62719.6303927105,52403788.2899203,"Earth","False",19.99,"False"
3002856,"(1991 GO)",0.2658,0.5943468684,85339.303388559,27025626.033485,"Earth","False",20,"True"
3761398,"(2016 UW5)",0.1058168859,0.2366137501,15116.7654447286,45345611.9932788,"Earth","False",22,"False"
3825580,"(2018 NP1)",0.1724070324,0.3855138443,56359.6690508788,59397284.0475743,"Earth","False",20.94,"False"
3785693,"(2017 TP2)",0.0334622374,0.0748238376,34664.6076571345,7439075.19757796,"Earth","False",24.5,"False"
3532366,"(2010 MJ1)",0.0506471459,0.1132504611,50085.0300876008,48038054.5759819,"Earth","False",23.6,"False"
54225707,"(2021 WX4)",0.0799015081,0.1786652037,24467.908784907,39298976.1619915,"Earth","False",22.61,"False"
54005664,"(2020 DT3)",0.1529519353,0.3420109247,68565.8101366739,34247488.1756195,"Earth","False",21.2,"True"
2466130,"466130 (2012 FZ23)",0.5950520786,1.330576898,155957.37971912,62718896.8697242,"Earth","False",18.25,"True"
2467309,"467309 (1996 AW1)",0.2745079817,0.6138185073,44910.9023152903,38605227.1699481,"Earth","False",19.93,"True"
3836921,"(2018 XH5)",0.0253837029,0.0567596853,21268.4460204479,15100373.4383863,"Earth","False",25.1,"False"
3729284,"(2015 TM143)",0.0501828101,0.1122121746,26914.9541861606,61730206.1625512,"Earth","False",23.62,"False"
3648469,"(2013 ST)",0.0305179233,0.0682401509,40485.17581834,23377621.4911161,"Earth","False",24.7,"False"
54269397,"(2022 GA2)",0.0034878273,0.007799019,50007.9220960651,31057435.0264605,"Earth","False",29.41,"False"
54133135,"(2021 FG3)",0.1708263953,0.3819794322,72232.2198027608,21397215.1330398,"Earth","False",20.96,"True"
54016759,"(2020 HM6)",0.0127219879,0.0284472297,57485.7296803465,162835.710717365,"Earth","False",26.6,"False"
3464007,"(2009 OF)",0.1332155667,0.2978790628,39207.4089976382,5920873.82374818,"Earth","False",21.5,"True"
2469445,"469445 (2002 LT24)",0.1034081995,0.2312277636,32218.3867212027,9136099.4624169,"Earth","False",22.05,"True"
3292769,"(2005 TS15)",0.160160338,0.358129403,62365.3189941348,39805231.3311241,"Earth","False",21.1,"True"
2414287,"414287 (2008 OB9)",0.7665755735,1.7141150923,87158.0577739338,30296742.5284501,"Earth","False",17.7,"True"
3729233,"(2015 TG24)",0.0121494041,0.0271668934,81910.8440001338,58633077.6751151,"Earth","False",26.7,"False"
3748478,"(2016 FL13)",0.022108281,0.0494356193,43176.2627930018,3745050.6852493,"Earth","False",25.4,"False"
2505178,"505178 (2012 TV78)",0.3503926411,0.7835017643,37872.2988333403,18297721.3237615,"Earth","False",19.4,"True"
3883094,"(2019 UT7)",0.0116025908,0.0259441818,72755.4491717468,49586442.4662509,"Earth","False",26.8,"False"
2141614,"141614 (2002 JV15)",0.3669061375,0.8204270649,54570.8717402929,14878078.1842641,"Earth","False",19.3,"True"
54016529,"(2020 GA3)",0.0260948603,0.0583498816,62886.57508868,3115193.88133795,"Earth","False",25.04,"False"
2516454,"516454 (2005 FN4)",0.5064714588,1.1325046106,67657.7842864337,54349623.6124649,"Earth","False",18.6,"True"
2429584,"429584 (2011 EU29)",0.2914439045,0.6516883822,115509.740289164,74739278.2118035,"Earth","False",19.8,"True"
2420210,"420210 (2011 HF)",0.21505769,0.4808836139,38990.2713423174,43001518.3731238,"Earth","False",20.46,"True"
2053429,"53429 (1999 TF5)",0.4411182,0.9863702813,69971.5430439977,24633483.6269767,"Earth","False",18.9,"True"
2528859,"528859 (2009 CR5)",0.096506147,0.2157943048,70115.7186122216,56055003.86081,"Earth","False",22.2,"False"
2192559,"192559 (1998 VO)",0.2315021222,0.5176544822,27437.6503112963,9257409.60190243,"Earth","False",20.3,"True"
3463079,"(2009 LQ)",0.1214940408,0.2716689341,58390.7906136456,11057463.909462,"Earth","False",21.7,"True"
3837956,"(2019 BC1)",0.2315021222,0.5176544822,67725.4852067105,58532502.0846475,"Earth","False",20.3,"True"
2436774,"436774 (2012 KY3)",0.5352479056,1.1968507018,48012.3728189712,54814388.0068302,"Earth","False",18.48,"True"
3398821,"(2008 AX1)",0.1332155667,0.2978790628,53125.3767603038,7002248.02591776,"Earth","False",21.5,"True"
3829442,"(2018 RL6)",0.0530340723,0.1185877909,48814.2058081363,17868404.3840494,"Earth","False",23.5,"False"
2606441,"606441 (2017 YT5)",0.4004561582,0.8954471917,74854.5849966384,7781638.76169948,"Earth","False",19.11,"True"
2006053,"6053 (1993 BW3)",2.7832676807,6.2235757337,59516.6155807226,36683873.4789898,"Earth","False",14.9,"False"
54230518,"(2021 XM6)",0.0400456158,0.0895447192,63117.7521510823,8791477.0576095,"Earth","False",24.11,"False"
54017687,"(2020 MA4)",0.1058168859,0.2366137501,43652.10564419,35351880.2540566,"Earth","False",22,"False"
54244538,"(2022 CV)",0.2412986969,0.5395602892,136874.709338261,49880523.4849952,"Earth","False",20.21,"True"
3789399,"(2017 VW13)",0.1925550782,0.4305662442,40792.7704067701,143272.707498743,"Earth","False",20.7,"True"
3182828,"(2004 KF15)",0.1925550782,0.4305662442,23913.7786633381,29175288.0200708,"Earth","False",20.7,"False"
54195876,"(2021 RV10)",0.1048467509,0.2344444622,27413.3559341245,38196734.2387801,"Earth","False",22.02,"False"
3147555,"(2003 BR47)",0.1394938229,0.3119176705,50109.1509946691,8150242.7073736,"Earth","False",21.4,"True"
3786451,"(2017 TN6)",0.1677084622,0.3750075218,48776.3947787947,24110797.1214764,"Earth","False",21,"True"
2002340,"2340 Hathor (1976 UA)",0.228325794,0.5105519964,74004.4719123509,38187116.9058734,"Earth","False",20.33,"True"
3739061,"(2015 YY9)",0.1058168859,0.2366137501,59858.2185995185,11842649.7376122,"Earth","False",22,"True"
2155338,"155338 (2006 MZ1)",0.2111324448,0.4721064988,36895.6745920145,27567907.705746,"Earth","False",20.5,"True"
54051414,"(2020 QC6)",0.2210828104,0.4943561926,70107.4795620474,34724944.0942406,"Earth","False",20.4,"True"
3750677,"(2016 GL135)",0.1925550782,0.4305662442,66589.5581169692,31783150.6299179,"Earth","False",20.7,"False"
3836158,"(2018 VN6)",0.0060891262,0.0136157002,51044.3689795139,713319.430276233,"Earth","False",28.2,"False"
2139289,"139289 (2001 KR1)",0.77366861,1.729975604,86539.3580816737,48792794.3204286,"Earth","False",17.68,"False"
3802447,"(2018 GG2)",0.3737274319,0.8356799428,81228.1754141834,71101296.9810411,"Earth","False",19.26,"True"
3653601,"(2013 VB10)",0.0766575574,0.1714115092,48585.9921274804,23095221.4480561,"Earth","False",22.7,"False"
54139314,"(2021 HJ2)",0.0568270323,0.1270691073,69643.231198146,57644309.1172105,"Earth","False",23.35,"False"
2086067,"86067 (1999 RM28)",1.3569222899,3.0341704805,67205.7904240188,74115873.2498697,"Earth","False",16.46,"False"
54075300,"(2020 UB1)",0.0319561887,0.0714562102,30088.5568974411,3424673.8465894,"Earth","False",24.6,"False"
3635331,"(2013 HT15)",0.1214940408,0.2716689341,87197.9934149132,54412687.5968692,"Earth","False",21.7,"True"
3719473,"(2015 KB19)",0.1160259082,0.2594418179,27432.8076130987,15175299.4866964,"Earth","False",21.8,"True"
3776083,"(2017 MC5)",0.1460679643,0.3266178974,29152.7440313638,22379790.2792872,"Earth","False",21.3,"False"
2004581,"4581 Asclepius (1989 FC)",0.1847374636,0.4130855266,70334.0957497068,45686284.3411278,"Earth","False",20.79,"True"
3180152,"(2004 HF12)",0.2111324448,0.4721064988,84494.2994032997,31633223.3454082,"Earth","False",20.5,"True"
3163739,"(2003 TR9)",0.1460679643,0.3266178974,74559.2926875491,16508794.3600889,"Earth","False",21.3,"True"
3841670,"(2019 HH4)",0.2658,0.5943468684,78736.2492817094,22648981.8776113,"Earth","False",20,"True"
3556018,"(2011 BP40)",0.0192555078,0.0430566244,10255.8533626925,6471009.65346036,"Earth","False",25.7,"False"
3368405,"(2007 DJ)",0.0366906138,0.0820427065,31212.4001734168,2834610.55481123,"Earth","False",24.3,"False"
3707699,"(2015 BD509)",0.058150704,0.130028927,112280.137954103,70762035.0269507,"Earth","False",23.3,"False"
3567991,"(2011 LA19)",0.3895426161,0.8710437698,64620.0581946754,40502575.2946217,"Earth","False",19.17,"True"
3781250,"(2017 QL33)",0.1529519353,0.3420109247,70122.6085407455,56469616.6164428,"Earth","False",21.2,"True"
3437790,"(2008 VZ3)",0.0350392641,0.0783501764,38209.7536215491,2191697.67159457,"Earth","False",24.4,"False"
2087024,"87024 (2000 JS66)",0.4904050984,1.0965791366,30852.7739880007,14980596.0487572,"Earth","False",18.67,"False"
2504034,"504034 (2005 UJ159)",0.8027031673,1.7948988478,154743.835811362,71794616.1634442,"Earth","False",17.6,"True"
3740808,"(2016 BE1)",0.2315021222,0.5176544822,36234.8959774165,9563118.30956969,"Earth","False",20.3,"True"
3646736,"(2013 QF11)",0.0319561887,0.0714562102,78920.6288891051,68959151.2551974,"Earth","False",24.6,"False"
3835820,"(2018 US2)",0.0291443905,0.0651688382,34563.3151061314,7335943.09919037,"Earth","False",24.8,"False"
2371660,"371660 (2007 CN26)",0.1677084622,0.3750075218,29185.8090297551,70493504.7409707,"Earth","False",21,"True"
3780778,"(2017 QJ2)",0.0160160338,0.0358129403,66705.0291533394,3215756.39695169,"Earth","False",26.1,"False"
3843371,"(2019 OR1)",0.1838886721,0.411187571,61724.8174598471,39160764.978746,"Earth","False",20.8,"True"
2001981,"1981 Midas (1973 EA)",2.4019003012,5.3708123486,79654.4657856868,48958736.1466806,"Earth","False",15.22,"True"
54100693,"(2020 YS)",0.1332155667,0.2978790628,82953.7358969754,70199426.2653902,"Earth","False",21.5,"False"
3843391,"(2019 OZ1)",0.1108038821,0.2477650126,61783.7061386588,42949005.3918525,"Earth","False",21.9,"False"
3777606,"(2014 YS50)",0.1529519353,0.3420109247,13642.0397597487,43778856.5513301,"Earth","False",21.2,"False"
54016330,"(2020 FR3)",0.1925550782,0.4305662442,76299.3940081262,19029012.9783862,"Earth","False",20.7,"True"
3552654,"(2010 WU8)",0.0384197891,0.0859092601,68707.4636695,65589666.3965778,"Earth","False",24.2,"False"
54131740,"(2021 FD)",0.0930154254,0.2079888141,60592.3234982662,11927883.318522,"Earth","False",22.28,"False"
2136849,"136849 (1998 CS1)",0.7665755735,1.7141150923,45469.0342364965,42953922.8084775,"Earth","False",17.7,"True"
3771452,"(2017 ER13)",0.1272198785,0.2844722965,71447.7120854245,65856545.1071132,"Earth","False",21.6,"True"
2533671,"533671 (2014 LJ21)",1.6089960451,3.5978245324,154650.560241027,71735437.5648392,"Earth","False",16.09,"True"
2375103,"375103 (2007 TD71)",0.5553349116,1.2417666126,95632.2363335094,44252515.6909705,"Earth","False",18.4,"True"
3267202,"(2005 CM7)",0.0152951935,0.0342010925,65849.5505635297,1057535.21311318,"Earth","False",26.2,"False"
3574100,"(2011 OR15)",0.1677084622,0.3750075218,49753.0220836435,24147831.2260985,"Earth","False",21,"True"
3831916,"(2018 UQ1)",0.1067959975,0.2388031102,81615.0317882576,54746433.4436589,"Earth","False",21.98,"True"
3009749,"(1997 CD17)",0.008405334,0.0187948982,55212.2047365304,49768654.0482113,"Earth","False",27.5,"False"
2409836,"409836 (2006 QY110)",0.634680239,1.4191881584,100905.804274996,74687733.6972231,"Earth","False",18.11,"True"
2612813,"612813 (2004 RF84)",0.5578982211,1.2474983468,61922.6490384652,9010743.26901977,"Earth","False",18.39,"True"
2163697,"163697 (2003 EF54)",0.2658,0.5943468684,78013.5792297149,50026523.2419857,"Earth","False",20,"True"
3279998,"(2005 MW1)",0.3346223745,0.7482383761,18292.4083623442,38407829.2200538,"Earth","False",19.5,"False"
3180149,"(2004 HD2)",0.160160338,0.358129403,112251.087898907,14978777.7764061,"Earth","False",21.1,"True"
3150768,"(2003 EM1)",0.0334622374,0.0748238376,52789.5040684392,58931317.2004898,"Earth","False",24.5,"False"
3102670,"(2001 WH49)",0.0167708462,0.0375007522,20336.4310764611,4836692.64194485,"Earth","False",26,"False"
54239715,"(2022 BJ)",0.135692229,0.303417048,87846.6725408567,7891792.49043189,"Earth","False",21.46,"True"
3838860,"(2019 DN1)",0.0046190746,0.0103285648,35337.183107764,22211904.3389558,"Earth","False",28.8,"False"
3183834,"(2004 LB)",0.1272198785,0.2844722965,78606.6506240472,58884881.2138133,"Earth","False",21.6,"True"
3838099,"(2019 CW)",0.046190746,0.1032856481,77630.6232035374,45257661.5504922,"Earth","False",23.8,"False"
2142561,"142561 (2002 TX68)",0.6230960191,1.3932850552,32258.513568455,37595401.7095353,"Earth","False",18.15,"False"
2531277,"531277 (2012 MM11)",0.2315021222,0.5176544822,108993.8458508,68946363.4497524,"Earth","False",20.3,"True"
3251425,"(2004 RW2)",0.0350392641,0.0783501764,25014.6609318696,5686100.34201307,"Earth","False",24.4,"False"
3352549,"(2006 UQ17)",0.1108038821,0.2477650126,53256.3800487066,48872078.7231638,"Earth","False",21.9,"True"
3789431,"(2017 VG15)",0.0305179233,0.0682401509,44375.747215937,56046454.1779818,"Earth","False",24.7,"False"
54053722,"(2020 RC)",0.1058168859,0.2366137501,65881.7081620074,63615798.4976458,"Earth","False",22,"True"
3365921,"(2007 AM)",0.1149621763,0.257063241,40824.0602236854,28575739.6847823,"Earth","False",21.82,"False"
54192185,"(2021 RJ1)",0.0083821413,0.0187430377,50921.228272829,378558.546978812,"Earth","False",27.506,"False"
